Student_ID,Time,Behavior
ITBIN-2211-0320,03:17:27,attentive
ITBIN-2211-0320,03:17:44,phone_use
ITBIN-2211-0320,03:17:44,attentive
ITBIN-2211-0320,03:17:46,phone_use
ITBIN-2211-0320,03:17:46,attentive
ITBIN-2211-0320,03:17:46,phone_use
ITBIN-2211-0317,03:17:27,attentive
ITBIN-2211-0253,03:17:27,attentive
ITBNM-2211-0112,03:17:27,attentive
ITBNM-2211-0112,03:17:49,phone_use
ITBNM-2211-0112,03:17:50,attentive
