Student_ID,Time,Behavior
ITBIN-2211-0320,21:15:41,attentive
ITBIN-2211-0320,21:16:10,phone_use
ITBIN-2211-0320,21:16:11,attentive
ITBIN-2211-0320,21:16:12,phone_use
ITBIN-2211-0320,21:16:13,attentive
ITBIN-2211-0320,21:16:13,phone_use
ITBIN-2211-0317,21:15:41,attentive
ITBIN-2211-0253,21:15:42,attentive
ITBNM-2211-0112,21:15:43,attentive
ITBNM-2211-0112,21:16:18,phone_use
ITBNM-2211-0112,21:16:19,attentive
ITBNM-2211-0112,21:16:28,phone_use
