Student_ID,Date,Arrival_Time,cheating_sec,phone_use_sec,sleeping_sec,attentive_sec,non_cheating_sec,not_attentive_sec
ITBIN-2211-0317,2026-06-28,10:53:45,0,0.0,0,0,0,0
