Student_ID,Date,Arrival_Time,cheating_sec,non_cheating_sec,attentive_sec,sleeping_sec,phone_use_sec,not_attentive_sec
ITBIN-2211-0320,2026-06-28,22:57:37,0.0,0.0,27.03,0.0,11.5,0.0
ITBIN-2211-0317,2026-06-28,22:57:37,0.0,0.0,38.53,0.0,0.0,0.0
ITBIN-2211-0253,2026-06-28,22:57:37,0.0,0.0,38.53,0.0,0.0,0.0
ITBNM-2211-0112,2026-06-28,22:57:37,0.0,0.0,37.54,0.0,0.99,0.0
