Student_ID,Time,Behavior
ITBIN-2211-0320,20:55:54,attentive
ITBIN-2211-0320,20:56:21,phone_use
ITBIN-2211-0320,20:56:22,attentive
ITBIN-2211-0320,20:56:23,phone_use
ITBIN-2211-0320,20:56:24,attentive
ITBIN-2211-0320,20:56:24,phone_use
ITBIN-2211-0317,20:55:54,attentive
ITBIN-2211-0253,20:55:54,attentive
ITBNM-2211-0112,20:55:55,attentive
ITBNM-2211-0112,20:56:29,phone_use
ITBNM-2211-0112,20:56:30,attentive
ITBNM-2211-0112,20:56:39,phone_use
