Student_ID,Date,Arrival_Time,cheating_sec,non_cheating_sec,attentive_sec,sleeping_sec,phone_use_sec,not_attentive_sec
ITBIN-2211-0317,2026-06-28,18:34:34,0.0,0.0,50.75,0.0,0.22,7.4
