Student_ID,Date,Arrival_Time,cheating_sec,non_cheating_sec,attentive_sec,sleeping_sec,phone_use_sec,not_attentive_sec
ITBIN-2211-0320,2026-06-28,22:47:35,0.0,0.0,26.57,0.0,52.88,0.0
ITBIN-2211-0317,2026-06-28,22:47:35,0.0,0.0,79.45,0.0,0.0,0.0
ITBIN-2211-0253,2026-06-28,22:47:36,0.0,0.0,79.45,0.0,0.0,0.0
ITBNM-2211-0112,2026-06-28,22:47:36,0.0,0.0,38.45,0.0,38.62,0.0
